pair_id,category,episode_id,source_turn_idx,future_horizon,true_future_turn_idx,true_future_turn_move_label,condition,base_condition,representation_budget,representation_token_count,budget_tokenizer,explicit_count,assumption_count,context_explicit_count,context_assumption_count,all_assumption_count,source_word_count,original_boundary_verified,analysis_subset_flags,accuracy,order_consistency_rate,candidate_count,expected_comparison_row_count,parsed_comparison_row_count,complete_comparison_count,condition_available,control_unavailable_reason,candidate_pool_complete,full_retained,assumption_eligible,sparse_explicit,dense_explicit,complete_case
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:2:3:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,2,1,3,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,,whitespace_v1,4,3,13,9,4,50,True,[],,,25,48,0,0,False,no_length_matched_same_episode_random_turn_donor,True,False,False,False,False,False
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:2:3:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,2,1,3,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,255.0,whitespace_v1,4,3,13,9,4,50,True,"[""full"", ""assumption_eligible"", ""sparse_explicit""]",0.6666666666666666,0.3333333333333333,25,48,48,24,True,,True,True,True,True,False,False
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),raw_history_b256,raw_history,256,256.0,whitespace_v1,6,3,25,12,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.7291666666666666,0.4583333333333333,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),raw_history_true_assumptions_b256,raw_history_true_assumptions,256,293.0,whitespace_v1,6,3,25,12,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.7083333333333334,0.4166666666666667,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,293.0,whitespace_v1,6,3,25,12,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5833333333333334,0.16666666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,293.0,whitespace_v1,6,3,25,12,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.6458333333333334,0.2916666666666667,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),raw_history_explicit_b256,raw_history_explicit,256,293.0,whitespace_v1,6,3,25,12,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.6875,0.375,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,raw_history_b256,raw_history,256,256.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5416666666666666,0.08333333333333333,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5833333333333334,0.16666666666666666,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5625,0.125,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5833333333333334,0.16666666666666666,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5208333333333334,0.041666666666666664,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,raw_history_b256,raw_history,256,256.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5208333333333334,0.041666666666666664,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5416666666666666,0.08333333333333333,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5208333333333334,0.041666666666666664,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5416666666666666,0.08333333333333333,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5833333333333334,0.16666666666666666,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,raw_history_b256,raw_history,256,256.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5625,0.125,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5,0.0,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5,0.0,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5208333333333334,0.041666666666666664,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,293.0,whitespace_v1,4,3,22,12,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5,0.0,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,raw_history_b256,raw_history,256,256.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.625,0.25,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,305.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5625,0.125,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,305.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5208333333333334,0.041666666666666664,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,305.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.625,0.25,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,305.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5416666666666666,0.08333333333333333,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,raw_history_b256,raw_history,256,256.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.6458333333333334,0.2916666666666667,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,305.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5833333333333334,0.16666666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,305.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5416666666666666,0.08333333333333333,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,305.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5416666666666666,0.08333333333333333,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,305.0,whitespace_v1,9,3,27,12,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5,0.0,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,raw_history_b256,raw_history,256,256.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5833333333333334,0.16666666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,291.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5833333333333334,0.16666666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,291.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.6041666666666666,0.20833333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,291.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.625,0.25,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,291.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.6041666666666666,0.20833333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:14:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,3,14,Assert / Elaborate,raw_history_b256,raw_history,256,256.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5625,0.125,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:14:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,3,14,Assert / Elaborate,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,291.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5208333333333334,0.041666666666666664,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:14:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,3,14,Assert / Elaborate,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,291.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5,0.0,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:14:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,3,14,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,291.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5416666666666666,0.08333333333333333,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:14:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,3,14,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,291.0,whitespace_v1,9,3,26,12,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5416666666666666,0.08333333333333333,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:12:13:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,12,1,13,Assert / Elaborate,raw_history_b256,raw_history,256,256.0,whitespace_v1,6,3,28,12,6,92,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.7083333333333334,0.4166666666666667,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:12:13:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,12,1,13,Assert / Elaborate,raw_history_true_assumptions_b256,raw_history_true_assumptions,256,300.0,whitespace_v1,6,3,28,12,6,92,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.6458333333333334,0.2916666666666667,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:12:13:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,12,1,13,Assert / Elaborate,raw_history_different_episode_assumptions_b256,raw_history_different_episode_assumptions,256,300.0,whitespace_v1,6,3,28,12,6,92,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.625,0.25,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:12:13:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,12,1,13,Assert / Elaborate,raw_history_same_episode_random_turn_assumptions_b256,raw_history_same_episode_random_turn_assumptions,256,300.0,whitespace_v1,6,3,28,12,6,92,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.625,0.25,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:12:13:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,12,1,13,Assert / Elaborate,raw_history_explicit_b256,raw_history_explicit,256,300.0,whitespace_v1,6,3,28,12,6,92,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.5833333333333334,0.16666666666666666,25,48,48,24,True,,True,True,True,False,True,True
