pair_id,category,episode_id,source_turn_idx,future_horizon,true_future_turn_idx,true_future_turn_move_label,condition,explicit_count,assumption_count,all_assumption_count,source_word_count,original_boundary_verified,analysis_subset_flags,accuracy,order_consistency_rate,candidate_count,expected_comparison_row_count,parsed_comparison_row_count,complete_comparison_count,condition_available,control_unavailable_reason,candidate_pool_complete,full_retained,assumption_eligible,sparse_explicit,dense_explicit,complete_case
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:2:3:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,2,1,3,Assert / Elaborate,raw_turn_plus_assumptions,4,3,4,50,True,"[""full"", ""assumption_eligible"", ""sparse_explicit""]",0.8333333333333334,0.75,25,48,48,24,True,,True,True,True,True,False,False
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:2:3:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,2,1,3,Assert / Elaborate,explicit_only,4,3,4,50,True,"[""full"", ""assumption_eligible"", ""sparse_explicit""]",0.6875,0.5416666666666666,25,48,48,24,True,,True,True,True,True,False,False
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:2:3:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,2,1,3,Assert / Elaborate,explicit_plus_top3_assumptions,4,3,4,50,True,"[""full"", ""assumption_eligible"", ""sparse_explicit""]",0.7708333333333334,0.7916666666666666,25,48,48,24,True,,True,True,True,True,False,False
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:2:3:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,2,1,3,Assert / Elaborate,explicit_plus_shuffled_assumptions,4,3,4,50,True,"[""full"", ""assumption_eligible"", ""sparse_explicit""]",0.6458333333333334,0.5416666666666666,25,48,48,24,True,,True,True,True,True,False,False
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:2:3:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,2,1,3,Assert / Elaborate,explicit_plus_wrong_episode_assumptions,4,3,4,50,True,[],,,25,48,0,0,False,no_valid_same_episode_earlier_nonadjacent_donor,True,False,False,False,False,False
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),raw_turn,6,3,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8958333333333334,0.7916666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),raw_turn_with_history,6,3,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.9375,0.875,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),raw_turn_plus_assumptions,6,3,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.9166666666666666,0.8333333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),explicit_only,6,3,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.875,0.75,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),explicit_plus_top3_assumptions,6,3,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.875,0.75,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),explicit_plus_shuffled_assumptions,6,3,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.9375,0.875,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:5:6:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,5,1,6,Clarification Request (Specific),explicit_plus_wrong_episode_assumptions,6,3,6,122,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.9166666666666666,0.8333333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,raw_turn,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.8125,0.7916666666666666,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,raw_turn_with_history,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.8958333333333334,0.9583333333333334,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,raw_turn_plus_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.8541666666666666,0.875,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,explicit_only,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.8333333333333334,0.75,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,explicit_plus_top3_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.7916666666666666,0.75,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,explicit_plus_shuffled_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5625,0.5416666666666666,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:10:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,1,10,Assert / Elaborate,explicit_plus_wrong_episode_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.8541666666666666,0.9583333333333334,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,raw_turn,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.8333333333333334,0.75,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,raw_turn_with_history,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.9375,0.9583333333333334,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,raw_turn_plus_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.8333333333333334,0.75,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,explicit_only,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.7291666666666666,0.5416666666666666,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,explicit_plus_top3_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.7708333333333334,0.5416666666666666,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,explicit_plus_shuffled_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.6041666666666666,0.375,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:12:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,3,12,Assert / Elaborate,explicit_plus_wrong_episode_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.7916666666666666,0.75,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,raw_turn,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5833333333333334,0.5833333333333334,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,raw_turn_with_history,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.75,0.8333333333333334,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,raw_turn_plus_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.6041666666666666,0.5416666666666666,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,explicit_only,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.6041666666666666,0.4583333333333333,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,explicit_plus_top3_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.4583333333333333,0.5833333333333334,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,explicit_plus_shuffled_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.4166666666666667,0.5,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:9:14:h5,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,9,5,14,Assert / Elaborate,explicit_plus_wrong_episode_assumptions,4,3,5,60,True,"[""full"", ""assumption_eligible"", ""sparse_explicit"", ""complete_case""]",0.5625,0.7083333333333334,25,48,48,24,True,,True,True,True,True,False,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,raw_turn,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.875,0.75,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,raw_turn_with_history,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.9166666666666666,0.8333333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,raw_turn_plus_assumptions,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.875,0.75,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,explicit_only,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8333333333333334,0.75,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,explicit_plus_top3_assumptions,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.875,0.75,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,explicit_plus_shuffled_assumptions,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.7916666666666666,0.5833333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:11:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,1,11,Assert / Elaborate,explicit_plus_wrong_episode_assumptions,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8958333333333334,0.7916666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,raw_turn,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8541666666666666,0.7083333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,raw_turn_with_history,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.9166666666666666,0.8333333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,raw_turn_plus_assumptions,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8958333333333334,0.7916666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,explicit_only,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8541666666666666,0.7083333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,explicit_plus_top3_assumptions,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.9166666666666666,0.8333333333333334,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,explicit_plus_shuffled_assumptions,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8541666666666666,0.7916666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:10:13:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,10,3,13,Assert / Elaborate,explicit_plus_wrong_episode_assumptions,9,3,8,196,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8958333333333334,0.7916666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,raw_turn,9,3,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8541666666666666,0.7916666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,raw_turn_with_history,9,3,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8958333333333334,0.7916666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,raw_turn_plus_assumptions,9,3,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8333333333333334,0.9166666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,explicit_only,9,3,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8333333333333334,0.75,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,explicit_plus_top3_assumptions,9,3,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.7708333333333334,0.875,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,explicit_plus_shuffled_assumptions,9,3,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8125,0.625,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:12:h1,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,1,12,Assert / Elaborate,explicit_plus_wrong_episode_assumptions,9,3,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.8541666666666666,0.7916666666666666,25,48,48,24,True,,True,True,True,False,True,True
business:0003_-_The_Game_Chat_with_Ruth_and_Allen:11:14:h3,business,0003_-_The_Game_Chat_with_Ruth_and_Allen,11,3,14,Assert / Elaborate,raw_turn,9,3,8,111,True,"[""full"", ""assumption_eligible"", ""dense_explicit"", ""complete_case""]",0.7916666666666666,0.6666666666666666,25,48,48,24,True,,True,True,True,False,True,True
