category,episode_id,trigger_turn_idx,trigger_type,assumption_count,duration_sec,next_turn_latency_sec,repair_event_count,challenge_event_count,continuation_event_count,support_marker_count,topic_shift_indicator,silence_void_outcome,cascade_duration_sec,observation_horizon_sec,followup_turns_observed,exit_move,trigger_text
business,011__Affordable_Housing__Covid-19_Evictions__and_Social_Leadership,48,over_info,5,56.72,0.0,0,0,2,0,0,1,0.0,180.0,2,,"Well, and thank goodness there's people like you, Colleen, that have dedicated your life with this single and passionate focus as a social leader to bring about affordable housi..."
business,012__Maggie_Milnamow-_VP_of_Advertising___Managing_Director_of_the_New_York_Times_Magazine,43,over_info,5,60.88999999999999,0.0,0,0,0,0,0,1,0.0,0.7100000000000364,1,Stonewalling / Non-Response,"? Yeah. Well, I think, you know, isn't HBS, they're so great. They were great at so many things, but they, you know, our coach had us planning five years, 15 years out. So it wa..."
business,013._Hero_-_Justin_Shover__Regional_Sales_Manager_at_EECO,23,over_info,0,80.58,0.0,0,0,0,0,1,1,0.0,44.33999999999992,1,Topic Shift,"Well, I think like anybody in any role, you, you, things are going to come to your plate that you let come to your plate. It's all about how you manage your schedule and how you..."
business,013_-_Handling__The_Dip,12,over_info,5,176.08,10.249220543806587,1,0,6,1,0,0,54.75999999999999,180.0,8,,"'t... Yeah, don't feel like because it's starting to slow down, the pre-booking is not as big of a deal anymore because it'll be fine. You're going to hit another window. Think..."
business,015___Quality_Improvement_Consulting_w__Jarvis_Gray,12,over_info,5,53.332837569857574,1.9803064719669692,2,0,2,0,0,0,146.35030647196697,180.0,4,,"Absolutely. And I think that's, you know, you mentioned previously about relationships. Relationships are so important to us and really essential in our roles as independent hea..."
business,017_-_The_Pros___Cons_of_Discounts_For_Your_Business,3,over_info,4,60.5,1.039999999999992,1,0,1,0,0,0,148.03000000000006,180.0,3,,"I think that there's several ways to do that but I think the first core element is that she needs to one, continue to learn and grow and understand what it means to be in busine..."
business,01__The_Public_Pillory_in_crisis_management,10,over_info,5,61.55,0.660000000000025,1,0,1,0,0,0,0.660000000000025,86.86446107784428,3,Stonewalling / Non-Response,"I think the target group, more or less, is everybody, because it affects everybody. And the #MeToo movement, it costs so much emotions all over the world. And it's typical, it's..."
business,01___NYU_s_Global_Liberal_Studies_Program,21,over_info,5,55.22464102138949,3.2388376720278984,1,0,3,0,1,0,3.2388376720278984,90.88883767202799,5,Topic Shift,"? - Of course, I want to get my return, you know, on my investment. But no, I think if I were to be someone who is going to college and I don't know if things are uncertain righ..."
business,02._The_Six_Traits_of_Top_Producers_with_Michael_Baker_of_Real_Producer_Magazine,19,over_info,5,67.91,57.58186270223018,0,0,0,0,0,1,0.0,57.58186270223018,0,,well that's a good very good question um there's different ways to reflect on what you do and what your goals are so some of the different ways that somebody could reflect on wh...
business,02_-_How_Finli_is_leading_the_SMB_payments_revolution,22,over_info,5,65.51,0.0,0,0,2,0,0,1,0.0,180.0,3,,"love this. I think again, if you're listening and you're thinking about how to better motivate your team, how to engage with your clients and maintain those relationships. Check..."
business,032_-_How_To_Manage_Your_Emotions_When_Managing_Tasks,14,over_info,5,72.39,2.4064259927796456,0,0,3,0,0,1,0.0,180.0,3,,". So let me just add something here. A lot of the time when especially if you're the technician or you're working behind the chair in a salon, you give up that time that you nee..."
business,033___Georgie_Muir__Chasing_Lobsters,23,over_info,5,90.39,0.2699999999999818,0,0,2,0,1,1,0.0,180.0,5,Topic Shift,I think you you really touched on it there yourself is the anxieties that that sort of underlevel humming of of worry and even I think that for people historically who may have...
business,03_-_How_to_Progress_In_Your_Customer_Success_Career_-_Georgia_Harrison,11,over_info,5,55.290000000000006,0.0,1,0,1,0,0,0,0.001,180.0,2,,"? What I've seen at my time at Brazes that customers as success organizations tend to go through different stages depending on how big they are in a company. So for us, actually..."
business,041__Define_Success_for_Yourself__Not_the_Status_Quo___Amy_Vaughan,22,over_info,5,54.18,7.0084829059828735,0,0,4,0,0,1,0.0,167.5300000000002,4,,"they're happening for me. So I think if you can kind of decide like what success, what does a happy life look like? And that's personal and professional. And then sort of whatev..."
business,043_-_How_To_Put_Ideas_Into_Action,3,over_info,0,130.04,0.0,1,0,3,0,0,0,0.001,180.0,4,,you? That's a very good question and I think to answer it I have to just cover a few things first. I think for me writing is something that I love and especially writing about t...
business,05._HOW_TO_AVOID_BURNING_OUT_FT._KELLEY_ANNE_FROM_LET_S_BURN_BRIGHT,12,over_info,5,52.79231022298038,182.8307949065877,0,0,0,0,0,1,0.0,180.0,0,,"I think I really loved how you said that it's important to actually set boundaries, especially as women, because those boundaries can easily be crossed. And I think a lot of peo..."
business,052_-_What_Are_the_Most_Important_Accounts_to_Save_to_First,64,over_info,5,54.44,0.0,2,0,5,0,0,0,115.1400000000001,180.0,7,,"? We've hit so many spots. People are already going to go save. If you're still going, one, great, good for you. So I think another thing that I would go look at pretty quickly...."
business,053__Helping_Entrepreneurs_Add_Engaging_Gamification_To_Courses_And_Memberships_-_with_Tama-Lea_Lorenzen,31,over_info,5,109.65,0.0,1,0,3,0,0,0,0.001,152.66000000000008,7,,"? - Yes. So I was just telling you about kind of my sales funnel into the membership being a Facebook ad to a free challenge, to kind of a webinar that's more like a training, r..."
business,053__Helping_Entrepreneurs_Add_Engaging_Gamification_To_Courses_And_Memberships_-_with_Tama-Lea_Lorenzen,33,over_info,5,82.95,0.5899999999999181,0,0,2,0,0,1,0.0,58.559999999999945,5,,"courses. - Okay, so here's the thing. I'm gonna recommend something kind of nonconventional or unconventional, and that is a planner system, which I used to think I was the quee..."
business,053__Yves_Silveira_-_Physiotherapist_and_emerging_leader,28,over_info,5,69.86,4.404901109503271,1,0,5,0,0,0,41.779999999999745,168.8800000000001,8,Stonewalling / Non-Response,as well. So I want to now talk about the idea of a team member because you've got your volunteer members of your team or your student management members. But you've also recentl...
business,055_-_Ana_Romero_of_Mooch__Bringing_You_Everything_You_Need_For_Your_Pet,23,over_info,5,98.21,4.488878326996428,0,0,0,0,1,1,0.0,12.88511406844168,1,Topic Shift,"'re right. They feel energy. I don't want to get too metaphysical on this, but it is a fact. They can notice. Or if you want to call it, they can smell the hormones you are prod..."
business,06._Vanessa_Agudelo__Houston_Business_Women,17,under_info,10,9.64688053691275,15.373347651006611,0,0,0,1,0,1,0.0,16.583347651006534,1,,"- Sure, absolutely. So, we do have an Instagram and it's Houston Business Women. Our Facebook is also Houston Business Women. Actually, let me just make it short. Facebook, Inst..."
business,069_-_Steve_Pratt__Podcasts_-_Your_Brand_s_Unfair_Advantage,18,over_info,5,57.31058711134271,6.228879494130069,1,1,2,0,0,0,52.02774187945124,55.36774187945139,5,Stonewalling / Non-Response,Yeah growing new ones is something that I've had clients ask me about and you asked about smart speakers I'll talk a little about that. So in building a voice experience on Alex...
business,069__How_TheCoilBrush_Was_Created_by_Ree_Farrington,54,over_info,5,59.94,16.341890860839612,0,0,1,0,0,1,0.0,180.0,3,,"? So I first started about going to Target, just looking at different products, seeing what they had on their labels. It's different when you got to create your own label. You d..."
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,26,over_info,5,82.36,0.0,0,0,3,0,0,1,0.0,180.0,4,,". So I mean, I hate to give this as an answer, but it really depends. But for the most part, I think the biggest change that we're seeing is that you don't have to have a big bu..."
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,34,over_info,5,85.73,0.0,0,0,4,0,0,1,0.0,180.0,5,,"Yeah. I mean, I think whenever it makes sense for your business, they'll know before us whether there's a certain amount of their budget that they're willing to spend into paid..."
business,086__Finding_Your_Own_Freedom_with_Krishna_Mohan,56,over_info,4,64.0910367526056,8.044025467487245,0,0,2,0,1,1,0.0,61.045551289083505,3,Topic Shift,have to do it in your life. And then you have to do it in your life. And then you have to do it in your life . And then you have to do it in your life. And then you have to do i...
business,088__Matt_Hassler___Evolving_Work_Environments_Post-Pandemic,11,over_info,5,58.84,0.0,0,0,4,0,0,1,0.0,180.0,4,,"for those that were still in the office. And now for more than a month, we've been taking a weekly survey, gauging our opinions and our concerns and our fears as pertains to ret..."
business,1._What_can_SA_learn_from_Sunraysia_s_Fruit_Fly_mistakes,6,under_info,10,0.4602777777777778,0.7154166666666697,0,0,1,0,0,1,0.0,30.595416666666665,1,,it's not too late for the river
business,103_-_Ian_Magley_-_Data_lead_marketing,15,over_info,5,63.107503149781365,107.09339398206475,0,0,0,0,0,1,0.0,107.09339398206475,0,,"%. And, you know, that was the most difficult part of getting going was how do you differentiate, you know, that industry, you know, who kind of like you said is, is, is almost..."
business,105_How_to_increase_your_leadership_effectiveness_with_Daniel_Kilov,14,over_info,5,53.6,0.0,2,1,2,0,0,0,53.385263157894656,100.01999999999998,6,Stonewalling / Non-Response,"Yeah, so a mnemonic is just anything that aids, any device that aids in memory. So, often when we talk about mnemonics today, we're talking about verbal algorithms that we might..."
business,10_How_Claire_turned_a_passion_for_teaching_and_a_nasty_accident_into_an_incredible_therapy_practice,61,under_info,10,6.44,39.9198733918729,0,0,1,0,0,1,0.0,112.40447008372485,1,,Or the power of the tribe is unbelievable. Everybody needs to be sure that they have their tribe to look after them.
business,10_Interpersonal_Potholes_to_Avoid_Driving_Into,19,over_info,5,55.14,5.684341886080802e-14,2,0,1,0,1,0,9.518888888888966,31.470000000000027,4,Topic Shift,", I'm gonna just, before you start rattling off 23 things, I'm gonna just talk about a little bit of the process, right? 'Cause you're obviously, you gotta have a car that's cap..."
business,10_Ways_Resilience_is_an_Advantage_in_Harsh_Circumstances,5,over_info,4,67.74,42.774005253698306,0,0,2,0,0,1,0.0,180.0,2,,"Well, you know, listen, I would love to jump into this. This last, we'll just make it smaller last month, starting out on the west coast where you are and then moving out east t..."
business,10_Ways_to_Avoid_Negative_Publicity_by_Julia_McCoy__489,78,over_info,5,75.8,122.85587789285864,0,0,0,0,0,1,0.0,122.85587789285864,0,,"Yeah, absolutely. That makes sense. And then finally, number 10, all right, 10 ways to avoid bad press. Again, this article is from Julia McCoy, hire a community manager. So as..."
business,11._COVID-19___Keeping_on_top_of_your_Kiwisaver,15,over_info,5,79.8,0.0,0,0,3,0,0,1,0.0,180.0,3,,"fairness. Next one. Yeah, so I'll do a few things to charge for advice and choosing a key resaver fund, if so what is the charge? So look, we're a fee-based organisation. So aga..."
business,114_Lynette_Zang_-_Pandemic_Is_A_Great_Cover_For_A_Financial_System_Reset,38,over_info,5,88.56,4.547473508864641e-13,2,0,3,0,0,0,39.970000000000255,145.3387570198429,7,,"idea? Well, they're probably a better idea than a stock or bond or cryptocurrency IRA. However, if you don't hold it, you don't own it. So years ago, when we started entering th..."
business,115._Tech_Shift_in_Foodservice___Restaurant_Recovery_Series,25,over_info,4,55.650214386459794,7.684950634696861,2,1,1,0,0,0,159.42668502518268,180.0,5,,side? Now another good question. I think they really want to power the technology. They are the platforms and they're a distribution engine. And they tend to leave it up to the...
business,11__Barbara_Levret___Building_Confidence_and_Growing_into_your_True_Self,16,over_info,5,77.45,0.36999999999989086,1,0,2,0,0,0,48.799999999999955,180.0,4,,". Yeah. And I think that's so true. And the fear never really goes away. And it's, but it's something that we have to go through and build the tools so that when we come up agai..."
business,11__When___How_to_Use_Accountants_-_Dan_Packard,37,over_info,5,55.339999999999996,5.529863636363416,2,0,1,0,0,0,113.5944924135772,180.0,3,,"? - Sure. I think of a conversation I had with one of my dental clients recently where he was talking about an experience he had with his prior CPA where he said, you know, I fr..."
business,1264__4_Tactics_to_Establish_Thought_Leadership_for_Your_B2B_Brand_w__Andy_Didorosi,7,over_info,5,142.34,0.4900000000000091,0,0,2,0,0,1,0.0,180.0,2,,"? Well, the job listings that they put up are very long. They're basically a narrative about the type of person they're looking for for this role, what success looks like. I don..."
business,12_Alicia_Levine__Chief_Strategist_at_BNY_Mellon,17,over_info,5,55.13,0.36000000000001364,1,0,1,0,0,0,0.36000000000001364,132.65999999999997,3,,you know that is a great question nobody ever asks that question I'll say this I think the academic background and the sense that it doesn't matter what question I get asked I c...
business,132_-__Interview__8_Steps_to_Winning_Sales_Presentations_with_Brian_Burkhart,12,over_info,5,52.24,0.0,0,1,3,0,0,0,0.001,180.0,4,,"? - Of course, there's so many things that we can get right or that can help get us derailed pretty quickly. It is absolutely a process that has some shelf life, right? It takes..."
business,143_-_Paul_Maskill__Founder_of_Ultimate_Freedom_Mastermind,2,over_info,5,64.58,0.24168058173984264,1,0,2,0,0,0,171.04000000000008,180.0,4,,"No, no, totally, totally. And I think as well is getting you on the show, especially during the current period of time. I think there's looking at the sort of processes and the..."
business,145__Trust__Allow__Do_Less_and_Attract_More._Become_a_Super_Attractor_with_Gabby_Bernstein,12,over_info,5,87.02,0.0,2,0,3,0,0,0,136.13,180.0,6,,'d look closely at the ways that you feel unworthy because when we're in business and we wanna create something in our world and we wanna offer something great and be seen often...
business,147___Steve_Wolf___Secrets_to_Creating_a_Highly_Effective_Sales_Playbook,27,over_info,5,52.46,31.62972694538894,0,0,2,1,0,1,0.0,180.0,4,,"That's exciting. And again, you get as well, like, there's a business that really does important work, right? Someone's financial future, really, really important, you know? So,..."
business,14_Insights_from_Round_8__16_June_2020,17,over_info,5,124.36,0.0,0,1,1,0,0,0,0.001,180.0,3,,"Well, this is really interesting, Seth. You're making me wonder whether actually since the beginning of this year, we haven't been embarked on a mass global scale lecture on cou..."
business,14_New_Normal_with_Katie_Newell,17,over_info,5,78.8,0.0,1,0,4,0,0,0,0.001,180.0,5,,"It's a lot of research, a lot of trying things. And I don't know. I definitely have gotten that question a lot. But when you put yourself in that situation and you realize that..."
business,14_New_Normal_with_Katie_Newell,25,over_info,5,66.15,0.0,2,0,1,0,0,0,137.92000000000007,180.0,4,,"go. It's both, it's both. There's some things I tell people when they cut out certain things from their diet. In 2020, there's so many, like I said, there's so many people with..."
business,14__Estelle_Keeber___Succeeding_Against_the_Odds,7,over_info,5,55.21,0.0,1,0,2,0,0,0,85.69000000000005,180.0,4,,"ing yourself with people who are going to support you and lift you up, because there are going to be times in business when things are going to come crashing down, things are no..."
business,153_Leadership_skills_for_elected_officials_with_Mayor_Kristy_McBain,5,over_info,5,57.99,0.6399999999999864,3,0,3,0,0,0,106.30000000000001,180.0,6,,"Yeah, it's been very difficult for us with COVID-19. Obviously, we've had to suspend all community outreach sessions. We've had to suspend. We were doing twice weekly community..."
business,155__Black_Rhino_Living,24,over_info,5,52.84352076442484,0.7973539140020875,0,0,3,0,0,1,0.0,180.0,4,,"but I can. Right . Exactly. Well, Steve, this has been such an enlightening conversation. I want to ask you two final questions as we wrap up. The final final question is going..."
business,158_Dr._X_Files__1_Why_is_my_salary_decreasing__Didnt_our_practice_get_bought_by_a_Hedge_Fund,7,over_info,5,64.34,1.271718749999991,1,1,4,0,0,0,123.56999999999994,180.0,6,,"about? - You know, it's different everywhere you go, but specifically when you're in academic medicine at large, you'll be sort of staunchly academic-named institutions, your ab..."
business,158_Dr._X_Files__1_Why_is_my_salary_decreasing__Didnt_our_practice_get_bought_by_a_Hedge_Fund,17,over_info,5,54.69,0.16999999999995907,3,0,3,0,0,0,158.09000000000003,180.0,6,,". Okay. You know, I'll give you sort of the lay of the land. In terms of when I joined my private practice, it was the largest physician-owned anesthesiology practice in the sta..."
business,158_Dr._X_Files__1_Why_is_my_salary_decreasing__Didnt_our_practice_get_bought_by_a_Hedge_Fund,25,over_info,5,68.47101350370264,6.835749436188962,0,0,0,0,1,1,0.0,42.21761574301877,1,Topic Shift,", man . (laugh ing ) That's why I brought it up, and I mentioned that. - That's the real, you know. I am young, I'm out here trying to get it. I'm out here trying to make money,..."
business,15_The_Marathon_des_Sables___Retrieval_Medicine,49,over_info,5,73.48,0.0,1,0,1,0,0,0,0.001,44.93560272934019,3,,"experience? Um, I guess, I thought was it, I, uh, you know, it is, it's a scary prospect. It's always quite intimidating when it was breaking and deciding to do the math and the..."
business,16._Kim_Kaupe_-_CEO_of_the_SuperFan_Company__Forbes_30_under_30__Keynote_Speaker___Mentor,18,over_info,5,64.76,0.0,2,0,1,0,0,0,77.74000000000001,89.34999999999991,3,,", I mean, I definitely kind of look at it with an eye of how do I make entrepreneurship seem accessible and seem, you know, attainable and not something that's so lofty and so f..."
business,167__Selling_to_enterprises_with_Brian_Burns,15,over_info,0,79.46,1.0199999999999818,2,0,2,0,0,0,106.73000000000002,180.0,4,,what you have is you know two virgins trying to have sex with the first time neither it both feels good but neither one knows what they're doing so they don't know how to buy be...
business,16__Interview_with_Andrew_Bell_on_the_additional_Victoria_Goldfields_licenses,7,over_info,5,174.87,2.019999999999925,1,0,3,0,0,0,155.60999999999996,180.0,4,,"them? What I liked is I think the paradigm, as I say, for a long time was one based on, ""Okay, you see where people got at Luvial gold or gold from the shallow pits and you look..."
business,16__The_Business_of_Diplomacy,29,over_info,5,74.13,1.209999999999809,2,0,2,0,0,0,174.29999999999995,180.0,4,,"."" Very well put. Talking about understanding and building bridges, I know that you as well support common purpose and also the Tutu Foundation and Desmond Tutu's message is tha..."
business,17.01_-_Banks_as_an_essential_service_during_COVID-19,13,over_info,0,158.0,0.0,2,0,2,0,0,0,109.0,180.0,5,,"Well, it's a great question because any successful business model requires that you have steady revenue streams, and you're able to control your expenses. And what the pandemic..."
business,17.01_-_Banks_as_an_essential_service_during_COVID-19,15,over_info,5,55.912416433693934,13.325022486933221,1,0,2,1,0,0,13.325022486933221,180.0,5,,"Well, it's always a risk, right? It can be a risk at both an individual brand level as well as at the industry level. You're seeing there is some data that's showing that there..."
business,17._A_Year_Without_Spending_Money_With_Julie_Johnson,12,over_info,5,61.56815947712419,89.66813832288449,0,0,0,0,0,1,0.0,89.66813832288449,0,,", it almost sounds like you should do that all the time It's like like life becomes a cool adventure when you're when you 're doing this It literally it it like it motivates me..."
business,174__Hosting_Your_Own_Virtual_Summit_with_Dr._Holly_Tucker,32,over_info,5,61.52,,0,0,0,0,0,1,0.0,0.0,0,,". Holly. Well, thank you so much. And congratulations on the success of your first virtual summit and too many more. Thank you so much. Carol for having me. Thanks again to Holl..."
business,174__Steve_Lucas___CEO_at_iCIMS___The_NEW_Future_of_Work,39,over_info,5,97.52999999999999,0.5099999999999909,0,0,0,0,1,1,0.0,25.389999999999645,1,Topic Shift,"- Well, I, you know, the last thing I would encourage folks to do is this is that, you know, we live in a world where, and I'm not knocking, you know, influencers or whoever it..."
business,174__Steve_Lucas___CEO_at_iCIMS___The_NEW_Future_of_Work,41,over_info,5,396.64,1.3200000000001637,2,0,2,0,0,0,118.42000000000007,180.0,4,,"- Well, I think yeah, the new future of work, what a great question because I think the future of work itself, which we've talked about forever, arrived, it's here, and I think..."
business,18__Rena_Sherbill__The_Cannabis_Investing_Podcast,5,over_info,0,124.45193644971742,73.12260376511097,0,0,0,0,0,1,0.0,73.12260376511097,0,,I very fortuitously started at seeking alpha Like at the beginning of September 2008 so for followers of the stock marketing That's when or even just followers of news actually....
business,18__The_local_authority_and_social_care_response_to_Covid-19,9,over_info,5,74.06,0.0,0,0,0,0,1,1,0.0,3.230000000000018,1,Topic Shift,of financial assessments means that those who would normally be classed as self funding or would contribute to the cost of care may now be in receipt of a publicly funded care....
business,19._The_Royal_Marines__investment_banking___Team_Rubicon_UK_-_Richard_Sharp,21,over_info,5,65.39,32.33873893275904,0,0,1,0,0,1,0.0,151.98899786780362,1,,"Yeah. Yeah, one of the realizations that I have myself was that I wanted to have some degree of input onto the strategic direction of the organization, which only really comes w..."
business,198_-_How_this_Entrepreneur_Created_a_Life_of_Meaning_that_Led_to_E-Commerce_Success,35,over_info,0,130.72432770179674,30.189148465993185,1,0,1,0,0,0,30.189148465993185,180.0,2,,"see it is like every piece of content that you have out there or every free thing that you do for someone else, but maybe this applies more to the internet because if you can do..."
business,199__How_to_Be_Editor-in-Chief_of_Your_Food_Blog_with_Laurie_Buckle,30,over_info,5,52.6,0.0,0,0,4,0,0,1,0.0,180.0,5,,"little bit. That's a, that's a really good point. As the editor in chief, you really run everything. You run the editorial side, you run the advertising side, you run the growth..."
business,19_Become_an_Online_Contributor_with_Dani_Hao,13,over_info,5,104.44999999999999,0.0,2,0,4,0,0,0,98.28999999999996,180.0,6,,"time? Yeah, I would say finding the buyer first. So if you have an idea or if you have a problem that you think you can solve with your service or your product, then the second..."
business,19_Become_an_Online_Contributor_with_Dani_Hao,19,over_info,5,110.07999999999998,0.0,1,0,1,0,0,0,0.001,180.0,2,,"Yeah, for sure. So if we're thinking a little bit more on the tactical end, one thing I really like to do as a tool is just to use, for example, like a keyword researcher. So th..."
business,19_Sara_Cantu_-_Making_the_Leap_into_Dentistry,33,over_info,5,85.4,5.765655021834164,0,0,1,0,0,1,0.0,180.0,3,,. - I do want to stay more in general dentistry. So I'm looking to apply for a two year AEGD residency which would make me a comprehensive dentist and would allow me to do a lot...
business,1_-_Enrico_Bradamante__Chairperson_iGEN,12,over_info,5,105.98,22.108841950399437,1,0,1,0,0,0,146.18000000000018,180.0,2,,"company. Interesting. Yeah, another perspective, and obviously certain industries, even in the casino, if we take the whole picture of casino, it's more effective than others. S..."
business,1_-_Enrico_Bradamante__Chairperson_iGEN,23,over_info,5,118.47,48.94061619539889,0,0,0,0,0,1,0.0,48.94061619539889,0,,"us. But I also would like to go back to something you mentioned earlier about the events industry, right? Because I think a big part of the gaming industry, as we have it, has b..."
business,1_-_Kristi_Whitfield_-_Director__DSLBD,11,over_info,5,73.91,2.4559090909092447,0,0,1,0,0,1,0.0,180.0,2,,", get a chew handle on your cash flow. And I think that that is the biggest and hardest and scariest one. Yeah, I've spoken to so many businesses out there and, and I, and I kno..."
business,1_Building_a_Multifamily_Investing_Empire_with_Darin_Batchelder,27,over_info,5,96.26,1.75,1,0,1,0,0,0,1.75,180.0,2,,", that's you, that's the risk on the person putting together the deal. So, yeah, that's me and my partner had to put up that money and, and then, you know, when you're talking t..."
business,1_Victor_Haghani_Why_No_One_Should_Get_Rich_Twice,3,over_info,5,84.72,0.0,1,0,1,0,0,0,0.001,180.0,2,,"Well, it all happened very quickly and we were busy setting things up. I mean, I guess in some ways, perhaps we underestimated the difficulties of trying to recreate the infrast..."
business,1__David_Richards__WANdisco_Life_on_your_own_terms__lessons_from_a_contrarian,15,over_info,5,82.33,2.4083323371189636,1,0,2,0,0,0,2.4083323371189636,180.0,4,,"it's, I think one of the most interesting things to come out of this is could you imagine all this happening without the cloud? I mean, all of the things, whether it's Zoom now..."
business,1__David_Richards__WANdisco_Life_on_your_own_terms__lessons_from_a_contrarian,18,over_info,5,57.644199520054855,0.35197977374025413,2,0,4,0,0,0,119.97197977374026,180.0,6,,"airline clients are going to be thrilled to hear. I mean, of course that does speak to, you know, what the, I guess, the silver lining on a very dark cloud is, is that there's p..."
business,2.6_Financing_at_the_Nexus_of_Gender_and_Climate,14,over_info,3,121.85,0.4500000000000455,1,0,1,0,0,0,0.4500000000000455,180.0,2,,"Both. They're about good ones, but we certainly have many projects that reach out to us as well. And I think when projects start to understand that the process of measuring, I m..."
business,2._Cathy_Pope___Fulfillment__Endurance__Relationships__and_Adapting_to_Change,12,over_info,5,57.0,0.05999999999988859,3,1,4,0,0,0,164.36,180.0,8,,"Absolutely, it did. Yeah, we know recovery for all of us, for our communities, it is going to be a long, long term recovery. I mean, there's no way you could live on the edge fi..."
business,2._Dallas_Run_Clinic_-_Straight_Line_to_Success,9,over_info,5,63.52,0.75,0,0,3,0,0,1,0.0,180.0,3,,"it. But yeah, definitely. I mean, I think, absolutely. So yeah, YouTube channel is just Dallas Run Clinic. And that has all of the exercises that I use for really rehab and perf..."
business,2._Dallas_Run_Clinic_-_Straight_Line_to_Success,36,over_info,5,88.77558184032007,16.76147591232575,0,0,3,0,0,1,0.0,180.0,4,,", right. Okay, so we're, we're wrapping things up here. We're towards the end of the time we have available. Let me, let me just say a couple things as you know, I've talked abo..."
business,2._Whats_YOUR_personal_brand,25,over_info,5,68.35,9.421229050279635,1,0,1,0,1,0,42.97000000000003,63.93145652173894,4,Topic Shift,areas. Yeah I think that's absolutely key I love that we chose be resilient as the theme for this year because now more than ever. I think how important it is to be resilient an...
business,2020_06_14_10_56_48,10,over_info,0,889.3925542338022,,0,0,0,0,0,1,0.0,0.0,0,,he believed the child had attained the age of 16 and the age of three at the end of section three of the act constructs and references to take in sending and detaining they shal...
business,2027_NOW_PODCAST__HENRY_NGAWOOFAH,5,over_info,5,69.64,0.0,2,0,2,0,0,0,75.28,180.0,4,,"Yeah, I think the term cultural representative representation means different things in different contexts. But I think the main one for me is cultural representation in the con..."
business,2027_NOW_PODCAST__HENRY_NGAWOOFAH,7,over_info,5,67.08,0.3199999999999932,2,0,2,0,0,0,152.80999999999997,180.0,4,,"So in terms of dominant cultural bias, I think that means where in situations where you may be making decisions where you may be assessing situations where you may be looking at..."
