category,episode_id,trigger_turn_idx,trigger_type,followup_turn_idx,event_type,move_label,turn_type_label,relative_start_sec,relative_end_sec,gap_from_previous_sec,turn_text
business,011__Affordable_Housing__Covid-19_Evictions__and_Social_Leadership,48,over_info,50,continuation_event,Answer,Substantive,158.77999999999975,192.5,0.0,"Wow. Thank you for unpacking. I mean, that's a very clear four-step plan that anybody listening can really dive deeply into. And I appreciate you mentioning Civic Council and th..."
business,012__Maggie_Milnamow-_VP_of_Advertising___Managing_Director_of_the_New_York_Times_Magazine,43,over_info,44,exit_marker,Stonewalling / Non-Response,Backchannel,0.001,0.7100000000000364,0.0,No
business,013._Hero_-_Justin_Shover__Regional_Sales_Manager_at_EECO,23,over_info,24,exit_marker,Topic Shift,Substantive,0.001,44.33999999999992,0.0,"other. No doubt, man. I mean, team customers, if you stay there, you know, good things will happen as you're proving out. You know, and maybe for that listener, Justin, that doe..."
business,013_-_Handling__The_Dip,12,over_info,13,continuation_event,Assert / Elaborate,Substantive,10.249220543806587,24.01580060422964,10.249220543806587,"Yeah. I mean, so, so right now, which is different than what we were doing before is that we're focusing on putting that experience part out there because that's what people are..."
business,013_-_Handling__The_Dip,12,over_info,14,support_marker,Agree / Align,Backchannel,34.89999999999998,35.39999999999998,10.884199395770338,resources . Right
business,013_-_Handling__The_Dip,12,over_info,15,continuation_event,Assert / Elaborate,Substantive,36.22000000000003,53.66999999999996,0.82000000000005,". Videos and how tos and all that stuff, just because things have changed that mean all that gets thrown away is that you can just repurpose some of that stuff. So like refer to..."
business,013_-_Handling__The_Dip,12,over_info,16,repair_event,Clarification Request (Specific),Substantive,54.75999999999999,60.07999999999993,1.0900000000000318,"you said, barn, by the way, that's very entertaining to me. It's very country of you. He's like, my content barn."
business,013_-_Handling__The_Dip,12,over_info,17,continuation_event,Assert / Elaborate,Disrupted,60.07999999999993,62.179999999999836,0.0,Content barn. Content barn. I
business,013_-_Handling__The_Dip,12,over_info,18,continuation_event,Assert / Elaborate,Substantive,72.83965979587754,102.19956573944364,10.659659795877701,"like it. All, all the lawns. A barn, you say, huh? Let's call it, for you city dwellers, you can call it your storage unit or your exit closet. But yeah, it is that place where..."
business,013_-_Handling__The_Dip,12,over_info,19,continuation_event,Assert / Elaborate,Substantive,120.69996905621474,148.01982980917978,18.5004033167711,". I mean, because you can do both. mutually exclusive, being safe, and providing a good positive experience. And you are the curator of that. If you're not as the leader in your..."
business,013_-_Handling__The_Dip,12,over_info,20,continuation_event,Assert / Elaborate,Substantive,154.26,285.3599999999999,6.2401701908202085,"there was a, there was an interesting book out there. And I'm trying to remember the author. I think his name was this, this Australian dentist. His name was Dr. Patty Lund and..."
business,015___Quality_Improvement_Consulting_w__Jarvis_Gray,12,over_info,13,continuation_event,Assert / Elaborate,Substantive,1.9803064719669692,30.820306471966887,1.9803064719669692,"Yeah. So I had the chance again, right? Maybe about a year and a half ago now when I started getting serious about my business as a business kind of versus the side hustle minds..."
business,015___Quality_Improvement_Consulting_w__Jarvis_Gray,12,over_info,14,repair_event,Clarification Request (Generic),Substantive,30.820306471966887,32.73030647196697,0.0,"any? Oh, absolutely. You know, I hear."
business,015___Quality_Improvement_Consulting_w__Jarvis_Gray,12,over_info,15,continuation_event,Assert / Elaborate,Substantive,34.380306471966946,146.35030647196697,1.6499999999999773,"Okay. Yeah. So, so, you know, the thing with Gary Vaynerchuk, he'll let you know, like either you're going to like really love him or really hate him. And I think for me at that..."
business,015___Quality_Improvement_Consulting_w__Jarvis_Gray,12,over_info,16,repair_event,Clarification Request (Specific),Substantive,146.35030647196697,194.8203064719669,0.0,", absolutely. You know, you're, I'm going to give you a compliment because, you know, I've been to many professionals who have their own business, whether they're consulting or..."
business,017_-_The_Pros___Cons_of_Discounts_For_Your_Business,3,over_info,5,continuation_event,Assert / Elaborate,Substantive,69.97102702702702,146.06791505791503,1.8010270270270325,say? Yeah definitely and that if we want to run a successful business we need to have the knowledge on business itself and that an large amount of that knowledge is independent...
business,017_-_The_Pros___Cons_of_Discounts_For_Your_Business,3,over_info,6,repair_event,Clarification Request (Generic),Substantive,148.03000000000006,196.62000000000003,1.9620849420850277,. And you know unless you've actually sat down and really considered that it's you really are just treading water aren't you? It's such an important question and a lot of the ti...
business,01__The_Public_Pillory_in_crisis_management,10,over_info,11,repair_event,Clarification Request (Specific),Substantive,0.660000000000025,7.800000000000011,0.660000000000025,"mentioned the term ""delight"" there. Can you elaborate what you mean by that in case we get back to that term later on in the podcast? """
business,01__The_Public_Pillory_in_crisis_management,10,over_info,12,continuation_event,Assert / Elaborate,Substantive,7.800000000000011,80.93,0.0,"Delight."" Yes. ""Golight"" is the person that is the crooks, the villain, the man, often, very often a man with power. And that's in some way, one way or another, harassing people..."
business,01__The_Public_Pillory_in_crisis_management,10,over_info,13,exit_marker,Stonewalling / Non-Response,Substantive,83.48565868263478,86.86446107784428,2.555658682634771,". Yeah. And it's not the position you want to find yourself in in a media scandal . Well, so then we can... No, no,"
business,01___NYU_s_Global_Liberal_Studies_Program,21,over_info,22,repair_event,Clarification Request (Specific),Substantive,3.2388376720278984,17.518837672027985,3.2388376720278984,". - So what do you think are industry best practices? You mentioned, you know, people are meeting online, communicating a lot more. Do you think universities can learn from what..."
business,01___NYU_s_Global_Liberal_Studies_Program,21,over_info,23,continuation_event,Assert / Elaborate,Substantive,17.518837672027985,46.24883767202789,0.0,"- Definitely. I think that's where I think consulting would play a huge role because privacy is a huge concern. Not only when everything is going remote, I remember when I was i..."
business,01___NYU_s_Global_Liberal_Studies_Program,21,over_info,24,continuation_event,Assert / Elaborate,Substantive,50.266127721428006,58.46957867414517,4.017290049400117,"now. - All the intruder stories that you hear of at Zoom. Luckily, we just shared the community. - I know. - A few minutes ago, so I have no intruders jumps in, but yeah, of cou..."
business,01___NYU_s_Global_Liberal_Studies_Program,21,over_info,25,continuation_event,Assert / Elaborate,Substantive,66.24188821354414,71.71782684170296,7.772309539398975,"I know. I never knew about Microsoft Teams and all the time until I started my job. I messes to tell me who is 16, that okay, we have all of these things. You know how to set th..."
business,01___NYU_s_Global_Liberal_Studies_Program,21,over_info,26,exit_marker,Topic Shift,Substantive,76.1188376720279,90.88883767202799,4.401010830324935,". - Okay, fine, we'll switch gears. More about you and your learning and your own understanding of your strengths. What do you think you discovered your strengths to be over a p..."
business,02_-_How_Finli_is_leading_the_SMB_payments_revolution,22,over_info,23,continuation_event,Assert / Elaborate,Substantive,0.001,113.7199999999998,0.0,"Absolutely. So what we're building right now and what we have available is definitely going to stay with us and Finley for the long haul, only because there is the upward trend..."
business,02_-_How_Finli_is_leading_the_SMB_payments_revolution,22,over_info,25,continuation_event,Assert / Elaborate,Substantive,147.12095019252183,220.02841634579545,3.850950192522305,"be happy with a massing whole archive of testimonials and feedback, right, from our customer base because right now the ones that we're getting in like what you guys are doing i..."
business,032_-_How_To_Manage_Your_Emotions_When_Managing_Tasks,14,over_info,15,continuation_event,Assert / Elaborate,Substantive,2.4064259927796456,6.438844765342765,2.4064259927796456,have importance . It has to have sometimes a higher importance than actually getting something done.
business,032_-_How_To_Manage_Your_Emotions_When_Managing_Tasks,14,over_info,16,continuation_event,Assert / Elaborate,Substantive,24.73990815613456,91.3223629829289,18.301063390791796,"So yes, so I guess what I'm saying in that is that when you make that internal decision it reflects outwardly because when a client comes in, like in the past I would have said..."
business,032_-_How_To_Manage_Your_Emotions_When_Managing_Tasks,14,over_info,17,continuation_event,Assert / Elaborate,Substantive,125.9871944710552,165.72362392226626,34.66483148812631,", and don't think that because it all falls apart and turns to chaos and goes to mess, that that was a waste of time. Because it's not a waste of time and it's natural for all o..."
business,033___Georgie_Muir__Chasing_Lobsters,23,over_info,25,continuation_event,Assert / Elaborate,Substantive,10.460000000000036,87.62000000000012,0.7999999999999545,this is what's really important is that there is no pressure to change where you are and there is no should to change what you're feeling but if you would like to if you would l...
business,033___Georgie_Muir__Chasing_Lobsters,23,over_info,27,continuation_event,Assert / Elaborate,Substantive,104.18000000000006,166.09000000000015,1.2100000000000364,and the thing is that's because at the moment primarily our brains are driven that way when we're in a scenario of danger we have this very very instinctive drive to observe for...
business,033___Georgie_Muir__Chasing_Lobsters,23,over_info,28,exit_marker,Topic Shift,Substantive,166.09000000000015,206.34000000000015,0.0,very interesting and very true definitely in my case so I wanted to sort of move on back two-minute through life and I want to talk about those who've got partners deployed at t...
business,03_-_How_to_Progress_In_Your_Customer_Success_Career_-_Georgia_Harrison,11,over_info,12,repair_event,Clarification Request (Specific),Substantive,0.001,20.969999999999914,0.0,", let's talk about your career and promotions. What I like about your career path is it's almost a by the book climbing of customer success career ladder within one organization..."
business,03_-_How_to_Progress_In_Your_Customer_Success_Career_-_Georgia_Harrison,11,over_info,13,continuation_event,Assert / Elaborate,Substantive,62.223673607584146,157.41367473618857,41.25367360758423,"Yeah, sure. So I guess I have to, I guess, give due diligence the fact that the size of the team when I started, so I think I was customer success number two in region, was a bi..."
business,041__Define_Success_for_Yourself__Not_the_Status_Quo___Amy_Vaughan,22,over_info,23,continuation_event,Assert / Elaborate,Substantive,7.0084829059828735,54.05570512820532,7.0084829059828735,"filter to sort of make your decisions and kind of go from there. And I don't know how you don't succeed if that's the case, right? You're kind of all of a sudden now, just alway..."
business,041__Define_Success_for_Yourself__Not_the_Status_Quo___Amy_Vaughan,22,over_info,24,continuation_event,Assert / Elaborate,Disrupted,63.01000000000022,81.15999999999985,8.9542948717949,"times and stepped into those opportunities. - No, I really have. And it's one of those things, like I think back to those people and those themes. And I don't even know if they..."
business,041__Define_Success_for_Yourself__Not_the_Status_Quo___Amy_Vaughan,22,over_info,25,continuation_event,Assert / Elaborate,Substantive,81.15999999999985,89.63000000000011,0.0,you are in a place of influence or power or ability to give that kind of a feedback or a compliment or a push to somebody that
business,041__Define_Success_for_Yourself__Not_the_Status_Quo___Amy_Vaughan,22,over_info,26,continuation_event,Assert / Elaborate,Substantive,89.63000000000011,167.5300000000002,0.0,"you see something in, like I'm always trying to do that now. I feel like I need to pay it forward. So I feel like the story, I have it down so well because I've shared it with s..."
business,043_-_How_To_Put_Ideas_Into_Action,3,over_info,4,repair_event,Clarification Request (Generic),Disrupted,0.001,1.450000000000017,0.0,? Lots of ideas . We both
business,043_-_How_To_Put_Ideas_Into_Action,3,over_info,5,continuation_event,Assert / Elaborate,Substantive,8.963174342105305,15.71050986842107,7.5131743421052875,"know that don't we because it's the same for you , like you know it's kind of like having access to a part of your brain almost or your mind where you just see the world differe..."
business,043_-_How_To_Put_Ideas_Into_Action,3,over_info,6,continuation_event,Assert / Elaborate,Substantive,46.21491014036471,76.52828938738031,30.504400271943638,? Well I think that success in any endeavour including business doesn't come about from great ideas. I think great ideas are fairly easy to come by. It's very easy to you can le...
business,043_-_How_To_Put_Ideas_Into_Action,3,over_info,7,continuation_event,Assert / Elaborate,Substantive,108.5558605733629,189.46130540569135,32.027571185982595,". And then you realise really if it's actually like you're saying that knife of truth, whether or not it's received or you know what I mean you have to really do, there's so muc..."
business,052_-_What_Are_the_Most_Important_Accounts_to_Save_to_First,64,over_info,65,repair_event,Clarification Request (Generic),Disrupted,0.001,0.19000000000005457,0.0,on that. We kind of came
business,052_-_What_Are_the_Most_Important_Accounts_to_Save_to_First,64,over_info,66,continuation_event,Assert / Elaborate,Substantive,1.4600000000000364,8.650000000000318,1.2699999999999818,"in from the standpoint of like, you're all good to go and like, you don't have any debts to worry about. But if you did, that's where we would start. Yeah"
business,052_-_What_Are_the_Most_Important_Accounts_to_Save_to_First,64,over_info,67,continuation_event,Assert / Elaborate,Substantive,15.924704933892144,64.71317639471158,7.274704933891826,", if you're at this point and checking these boxes and you're paying 20% of credit cards, uncheck all those boxes and go pay that off first and then come back. Absolutely . Yes...."
business,052_-_What_Are_the_Most_Important_Accounts_to_Save_to_First,64,over_info,68,continuation_event,Assert / Elaborate,Substantive,71.4200000000003,115.1400000000001,6.706823605288719,"Yeah. You know, things can have their own purpose. If you have a family that has a very, very large net worth, especially if it's a liquid net worth, well, then life insurance c..."
business,052_-_What_Are_the_Most_Important_Accounts_to_Save_to_First,64,over_info,69,repair_event,Clarification Request (Generic),Disrupted,115.1400000000001,115.41000000000008,0.0,you need
business,052_-_What_Are_the_Most_Important_Accounts_to_Save_to_First,64,over_info,70,continuation_event,Assert / Elaborate,Substantive,115.6400000000001,122.33999999999992,0.2300000000000182,it. And it kind of goes to looking at your balance sheet overall and looking at how do you optimize your balance sheet for the life that you want to
business,052_-_What_Are_the_Most_Important_Accounts_to_Save_to_First,64,over_info,71,continuation_event,Assert / Elaborate,Substantive,122.34000000000015,174.01999999999975,2.2737367544323206e-13,"live? Mm-hmm. And I think people have this conception that the way you invest in a taxable account has to be different than the way you invest in a 401k or Roth IRA. And no, you..."
business,053__Helping_Entrepreneurs_Add_Engaging_Gamification_To_Courses_And_Memberships_-_with_Tama-Lea_Lorenzen,31,over_info,32,repair_event,Clarification Request (Specific),Substantive,0.001,11.150000000000091,0.0,". - Gotcha. Okay. So in closing here, what are some resources you'd recommend for folks that are building membership businesses, so outside of your own? So things like blog post..."
business,053__Helping_Entrepreneurs_Add_Engaging_Gamification_To_Courses_And_Memberships_-_with_Tama-Lea_Lorenzen,31,over_info,33,continuation_event,Assert / Elaborate,Substantive,11.150000000000091,94.10000000000014,0.0,"courses. - Okay, so here's the thing. I'm gonna recommend something kind of nonconventional or unconventional, and that is a planner system, which I used to think I was the quee..."
business,053__Helping_Entrepreneurs_Add_Engaging_Gamification_To_Courses_And_Memberships_-_with_Tama-Lea_Lorenzen,31,over_info,35,continuation_event,Answer,Substantive,104.55000000000018,117.0,0.6400000000001,"? - You can find me at engaginggamification.com. Have a free be there for you if you'd like. And also if you just search Engaging Gamification on Facebook, you can find my page..."
business,053__Helping_Entrepreneurs_Add_Engaging_Gamification_To_Courses_And_Memberships_-_with_Tama-Lea_Lorenzen,31,over_info,38,continuation_event,Assert / Elaborate,Substantive,122.74000000000001,152.66000000000008,0.0,"enjoyed this episode, please leave us a review. There's a direct link in the show notes. We really appreciate it. This podcast is brought to you by MemberSpace, which turns any..."
business,053__Helping_Entrepreneurs_Add_Engaging_Gamification_To_Courses_And_Memberships_-_with_Tama-Lea_Lorenzen,33,over_info,35,continuation_event,Answer,Substantive,10.450000000000045,22.899999999999864,0.6400000000001,"? - You can find me at engaginggamification.com. Have a free be there for you if you'd like. And also if you just search Engaging Gamification on Facebook, you can find my page..."
business,053__Helping_Entrepreneurs_Add_Engaging_Gamification_To_Courses_And_Memberships_-_with_Tama-Lea_Lorenzen,33,over_info,38,continuation_event,Assert / Elaborate,Substantive,28.639999999999873,58.559999999999945,0.0,"enjoyed this episode, please leave us a review. There's a direct link in the show notes. We really appreciate it. This podcast is brought to you by MemberSpace, which turns any..."
business,053__Yves_Silveira_-_Physiotherapist_and_emerging_leader,28,over_info,29,continuation_event,Assert / Elaborate,Substantive,4.404901109503271,37.623473227207114,4.404901109503271,"Well, I'll privilege by saying I've only done that induction once , so they change. But interestingly enough, the short answer is no. Like you said, following a lot of principle..."
business,053__Yves_Silveira_-_Physiotherapist_and_emerging_leader,28,over_info,30,repair_event,Clarification Request (Specific),Substantive,41.779999999999745,64.51999999999998,4.156526772792631,"is equal. So you mentioned someone and for anyone who hasn't followed AFL, Australian Rules, fully, Kevin Sheedy is a very famous player and coach over a very long period of tim..."
business,053__Yves_Silveira_-_Physiotherapist_and_emerging_leader,28,over_info,31,continuation_event,Assert / Elaborate,Substantive,65.06999999999994,104.44000000000005,0.5499999999999545,"? That was just a huge one. I just remember when we used to, like, he's interested in me personally. I just remember there was a thing where we had to walk about 400 meters up t..."
business,053__Yves_Silveira_-_Physiotherapist_and_emerging_leader,28,over_info,32,continuation_event,Assert / Elaborate,Substantive,104.44000000000005,121.62000000000012,0.0,that is an awesome story and such a learning in there and it just reinforces the idea of being interested rather than an attempt to be interesting all the time. And it sounds li...
business,053__Yves_Silveira_-_Physiotherapist_and_emerging_leader,28,over_info,33,continuation_event,Assert / Elaborate,Disrupted,123.40000000000009,142.18000000000006,1.7799999999999727,"I should be able to recite them on top of my head. My core values are communication is key. Run the extra mile. Take imperfect action. My final one, just escapes me. I've got my..."
business,053__Yves_Silveira_-_Physiotherapist_and_emerging_leader,28,over_info,35,continuation_event,Assert / Elaborate,Substantive,158.1400000000001,168.16999999999985,1.300199203187276,"or all right. My favorite one is definitely taking perfect action. It was actually inspired by one of the chapters in your book, ""Execute Result Relent lessly"
business,053__Yves_Silveira_-_Physiotherapist_and_emerging_leader,28,over_info,36,exit_marker,Stonewalling / Non-Response,Disrupted,168.72000000000003,168.8800000000001,0.5500000000001819,"."" And"
business,055_-_Ana_Romero_of_Mooch__Bringing_You_Everything_You_Need_For_Your_Pet,23,over_info,24,exit_marker,Topic Shift,Substantive,4.488878326996428,12.88511406844168,4.488878326996428,". Yeah, I've noticed that even though I don't have one around me , all the time, I'm like, whoa, they're just probably just saying what's going on. This is a weird thing as we a..."
business,06._Vanessa_Agudelo__Houston_Business_Women,17,under_info,18,support_marker,Agree / Align,Backchannel,15.373347651006611,16.583347651006534,15.373347651006611,. - Thank you so much.
business,069_-_Steve_Pratt__Podcasts_-_Your_Brand_s_Unfair_Advantage,18,over_info,19,continuation_event,Assert / Elaborate,Substantive,6.228879494130069,24.512640962020214,6.228879494130069,Most existing people love it they're more likely to tell other people about it like they become ambassadors and I think yeah I'm a fan of yeah do everything you can. Your employ...
business,069_-_Steve_Pratt__Podcasts_-_Your_Brand_s_Unfair_Advantage,18,over_info,20,continuation_event,Assert / Elaborate,Substantive,29.337741879451187,42.99774187945127,4.825100917430973,people. Yeah and just do something worth sharing I mean that's a very Seth Godin as way to look at it which makes sense like make something good people will talk about it and yo...
business,069_-_Steve_Pratt__Podcasts_-_Your_Brand_s_Unfair_Advantage,18,over_info,21,challenge_event,Self-Correction,Substantive,44.81932002816143,48.965799542577315,1.8215781487101594,Yeah I can't I can't you can't buy listens in in podcasts you know like you have to earn it by being great. So yeah
business,069_-_Steve_Pratt__Podcasts_-_Your_Brand_s_Unfair_Advantage,18,over_info,22,repair_event,Clarification Request (Generic),Substantive,52.02774187945124,54.827741879451196,3.0619423368739263,have you heard of the app Good Pods
business,069_-_Steve_Pratt__Podcasts_-_Your_Brand_s_Unfair_Advantage,18,over_info,23,exit_marker,Stonewalling / Non-Response,Disrupted,54.827741879451196,55.36774187945139,0.0,? I have not
business,069__How_TheCoilBrush_Was_Created_by_Ree_Farrington,54,over_info,56,continuation_event,Assert / Elaborate,Substantive,84.74633796791477,134.4797839572193,37.425138764067015,"a little selfish with it. I like having, I like having all the rights. You know, I like being the sole person that's delinated and fulfilling it and all that. I mean, because ag..."
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,26,over_info,27,continuation_event,Assert / Elaborate,Substantive,0.001,26.33000000000004,0.0,"this. I just want to double down there. We had a client last month in the best performing like in by a long shot, the best performing ad that we had going on last month was just..."
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,26,over_info,29,continuation_event,Assert / Elaborate,Substantive,58.83000000000004,125.57000000000005,0.0,thing. Let's be honest today. All of your customers are going to have questions. And what are you doing to manage all those questions? Do you have a help desk for your business?...
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,26,over_info,30,continuation_event,Assert / Elaborate,Substantive,126.06999999999994,183.66999999999996,0.4999999999998863,". Yeah, I definitely think that from my perspective, like I said, I'm not the most creative person in the world when it comes to creating an image or a quick video or anything l..."
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,34,over_info,35,continuation_event,Assert / Elaborate,Substantive,0.001,52.429999999999836,0.0,". Absolutely. You mentioned something in that that I want to just bring up here. And if you're just getting started, you have no data on your pixel, which means like you don't h..."
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,34,over_info,37,continuation_event,Assert / Elaborate,Substantive,95.07000000000016,135.91000000000008,9.797823193916429,"Oh, absolutely. You have to set the expectations. And that actually tees me up for what I also wanted to say here is I would be wary of any freelancer, consultant, agency, or ev..."
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,34,over_info,38,continuation_event,Assert / Elaborate,Substantive,135.91000000000008,170.81000000000017,0.0,"Yeah, that's definitely something that I and Shoelace doesn't want to do. Even sometimes when we put out, everyone builds marketing materials that have really great data behind..."
business,073___Setting_Expectations__What_Should_You_Set_and_What_Should_Expect___with_Paul_Rajotte,34,over_info,39,continuation_event,Assert / Elaborate,Substantive,171.07000000000016,191.2700000000002,0.2599999999999909,"Yeah. I mean, we got a return on ad spend the other week of 42% on something. And that was a fluke. If you looked at the blended, I think it was down to like 7 or something like..."
