analysis_subset,condition,base_condition,representation_budget,future_horizon,true_future_turn_move_label,pair_count,accuracy,accuracy_ci95_low,accuracy_ci95_high,accuracy_ci_unstable,cluster_count,mean_order_consistency_rate,mean_order_consistency_rate_ci95_low,mean_order_consistency_rate_ci95_high,mean_order_consistency_rate_ci_unstable
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,1,Assert / Elaborate,161,0.8328157349896479,0.8072438509938511,0.8502786715041987,False,24,0.7769151138716357,0.7352052434647164,0.8054845109826485,False
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,1,Assert / Elaborate,161,0.8395445134575571,0.8196119254725085,0.8531757305194805,False,24,0.7784679089026915,0.7341907033083505,0.804825475146199,False
full,raw_history_b128,raw_history,128,3,Assert / Elaborate,74,0.6998873873873873,,,True,12,0.6711711711711711,,,True
full,raw_history_b256,raw_history,256,3,Assert / Elaborate,74,0.7339527027027029,,,True,12,0.7347972972972973,,,True
full,raw_history_b512,raw_history,512,3,Assert / Elaborate,74,0.7671734234234233,,,True,12,0.7629504504504503,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,3,Assert / Elaborate,74,0.7021396396396395,,,True,12,0.7072072072072072,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,3,Assert / Elaborate,74,0.7280405405405406,,,True,12,0.7533783783783784,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,3,Assert / Elaborate,74,0.7395833333333333,,,True,12,0.759572072072072,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,3,Assert / Elaborate,74,0.701295045045045,,,True,12,0.6841216216216216,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,3,Assert / Elaborate,74,0.7215653153153154,,,True,12,0.7663288288288288,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,3,Assert / Elaborate,74,0.7463400900900902,,,True,12,0.7629504504504504,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,3,Assert / Elaborate,74,0.6579391891891891,,,True,12,0.5737612612612611,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,3,Assert / Elaborate,74,0.6739864864864865,,,True,12,0.6846846846846847,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,3,Assert / Elaborate,74,0.7117117117117117,,,True,12,0.6903153153153153,,,True
full,raw_history_b128,raw_history,128,1,Clarification Request (Specific),16,0.7591145833333333,,,True,10,0.6692708333333333,,,True
full,raw_history_b256,raw_history,256,1,Clarification Request (Specific),16,0.8072916666666667,,,True,10,0.71875,,,True
full,raw_history_b512,raw_history,512,1,Clarification Request (Specific),16,0.8346354166666667,,,True,10,0.7578125,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,1,Clarification Request (Specific),16,0.7552083333333334,,,True,10,0.6614583333333334,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,1,Clarification Request (Specific),16,0.8098958333333334,,,True,10,0.7708333333333333,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,1,Clarification Request (Specific),16,0.8020833333333334,,,True,10,0.765625,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,1,Clarification Request (Specific),16,0.7786458333333334,,,True,10,0.6927083333333334,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,1,Clarification Request (Specific),16,0.8229166666666667,,,True,10,0.8125,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,1,Clarification Request (Specific),16,0.8190104166666667,,,True,10,0.7786458333333334,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,1,Clarification Request (Specific),16,0.7200520833333333,,,True,10,0.5963541666666666,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,1,Clarification Request (Specific),16,0.7877604166666667,,,True,10,0.7578125,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,1,Clarification Request (Specific),16,0.7747395833333334,,,True,10,0.7473958333333334,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,1,Clarification Request (Specific),14,0.7797619047619049,,,True,9,0.6607142857142856,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,1,Clarification Request (Specific),14,0.8437499999999999,,,True,9,0.7946428571428573,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,1,Clarification Request (Specific),14,0.8288690476190476,,,True,9,0.7648809523809524,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,1,Assert / Elaborate,123,0.8221544715447154,,,True,18,0.7344173441734418,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,1,Assert / Elaborate,123,0.8523035230352303,,,True,18,0.7987804878048781,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,1,Assert / Elaborate,123,0.8568766937669378,,,True,18,0.7957317073170732,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,3,Assert / Elaborate,62,0.7083333333333335,,,True,11,0.6518817204301076,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,3,Assert / Elaborate,62,0.7224462365591398,,,True,11,0.7647849462365591,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,3,Assert / Elaborate,62,0.7365591397849462,,,True,11,0.7338709677419354,,,True
full,raw_history_b128,raw_history,128,5,Assert / Elaborate,38,0.6255482456140351,,,True,8,0.6874999999999999,,,True
full,raw_history_b256,raw_history,256,5,Assert / Elaborate,38,0.6398026315789473,,,True,8,0.7138157894736841,,,True
full,raw_history_b512,raw_history,512,5,Assert / Elaborate,38,0.6672149122807017,,,True,8,0.7774122807017544,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,5,Assert / Elaborate,38,0.6129385964912282,,,True,8,0.6885964912280702,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,5,Assert / Elaborate,38,0.6255482456140351,,,True,8,0.7247807017543859,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,5,Assert / Elaborate,38,0.6419956140350878,,,True,8,0.7225877192982457,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,5,Assert / Elaborate,38,0.612390350877193,,,True,8,0.6546052631578947,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,5,Assert / Elaborate,38,0.6069078947368421,,,True,8,0.7225877192982457,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,5,Assert / Elaborate,38,0.6644736842105265,,,True,8,0.6907894736842106,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,5,Assert / Elaborate,38,0.5789473684210527,,,True,8,0.5482456140350879,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,5,Assert / Elaborate,38,0.6008771929824561,,,True,8,0.6798245614035088,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,5,Assert / Elaborate,38,0.6408991228070174,,,True,8,0.7006578947368421,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,5,Assert / Elaborate,34,0.625,,,True,8,0.6078431372549019,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,5,Assert / Elaborate,34,0.6470588235294119,,,True,8,0.7132352941176472,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,5,Assert / Elaborate,34,0.6697303921568627,,,True,8,0.7267156862745098,,,True
full,raw_history_b128,raw_history,128,1,Topic Shift,6,0.5659722222222222,,,True,6,0.701388888888889,,,True
full,raw_history_b256,raw_history,256,1,Topic Shift,6,0.59375,,,True,6,0.7708333333333334,,,True
full,raw_history_b512,raw_history,512,1,Topic Shift,6,0.65625,,,True,6,0.826388888888889,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,1,Topic Shift,6,0.5277777777777778,,,True,6,0.7222222222222223,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,1,Topic Shift,6,0.5659722222222222,,,True,6,0.7013888888888888,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,1,Topic Shift,6,0.5381944444444443,,,True,6,0.7847222222222222,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,1,Topic Shift,6,0.5069444444444444,,,True,6,0.6805555555555557,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,1,Topic Shift,6,0.5173611111111112,,,True,6,0.7708333333333334,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,1,Topic Shift,6,0.5381944444444445,,,True,6,0.7291666666666666,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,1,Topic Shift,6,0.53125,,,True,6,0.7013888888888888,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,1,Topic Shift,6,0.5416666666666666,,,True,6,0.7638888888888888,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,1,Topic Shift,6,0.545138888888889,,,True,6,0.7152777777777778,,,True
full,raw_history_b128,raw_history,128,1,Agree / Align,20,0.8010416666666667,,,True,11,0.64375,,,True
full,raw_history_b256,raw_history,256,1,Agree / Align,20,0.8458333333333332,,,True,11,0.7291666666666667,,,True
full,raw_history_b512,raw_history,512,1,Agree / Align,20,0.8614583333333334,,,True,11,0.7645833333333332,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,1,Agree / Align,20,0.8135416666666666,,,True,11,0.7270833333333333,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,1,Agree / Align,20,0.8083333333333333,,,True,11,0.775,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,1,Agree / Align,20,0.8333333333333334,,,True,11,0.8041666666666666,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,1,Agree / Align,20,0.7708333333333333,,,True,11,0.6708333333333333,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,1,Agree / Align,20,0.8385416666666666,,,True,11,0.7895833333333333,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,1,Agree / Align,20,0.8375,,,True,11,0.7499999999999999,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,1,Agree / Align,20,0.7343749999999999,,,True,11,0.6270833333333334,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,1,Agree / Align,20,0.8083333333333333,,,True,11,0.7458333333333333,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,1,Agree / Align,20,0.796875,,,True,11,0.7187500000000001,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,1,Agree / Align,19,0.7730263157894738,,,True,10,0.6644736842105263,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,1,Agree / Align,19,0.8333333333333334,,,True,10,0.7675438596491229,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,1,Agree / Align,19,0.8278508771929824,,,True,10,0.7127192982456141,,,True
full,raw_history_b128,raw_history,128,1,Answer,7,0.9166666666666667,,,True,5,0.8452380952380951,,,True
full,raw_history_b256,raw_history,256,1,Answer,7,0.9196428571428573,,,True,5,0.8511904761904762,,,True
full,raw_history_b512,raw_history,512,1,Answer,7,0.9494047619047619,,,True,5,0.9107142857142857,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,1,Answer,7,0.8898809523809524,,,True,5,0.8154761904761905,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,1,Answer,7,0.9315476190476188,,,True,5,0.8988095238095238,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,1,Answer,7,0.9345238095238095,,,True,5,0.9166666666666667,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,1,Answer,7,0.9077380952380951,,,True,5,0.8392857142857143,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,1,Answer,7,0.9166666666666666,,,True,5,0.869047619047619,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,1,Answer,7,0.8988095238095237,,,True,5,0.8333333333333333,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,1,Answer,7,0.8273809523809523,,,True,5,0.6904761904761906,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,1,Answer,7,0.8660714285714286,,,True,5,0.7797619047619049,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,1,Answer,7,0.8898809523809523,,,True,5,0.8273809523809523,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,1,Answer,5,0.8125,,,True,3,0.6583333333333333,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,1,Answer,5,0.8708333333333333,,,True,3,0.775,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,1,Answer,5,0.8541666666666667,,,True,3,0.7583333333333333,,,True
full,raw_history_b128,raw_history,128,3,Agree / Align,5,0.6708333333333334,,,True,4,0.6583333333333333,,,True
full,raw_history_b256,raw_history,256,3,Agree / Align,5,0.6833333333333333,,,True,4,0.6499999999999999,,,True
full,raw_history_b512,raw_history,512,3,Agree / Align,5,0.7458333333333333,,,True,4,0.675,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,3,Agree / Align,5,0.5958333333333333,,,True,4,0.6583333333333334,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,3,Agree / Align,5,0.675,,,True,4,0.7166666666666666,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,3,Agree / Align,5,0.6583333333333333,,,True,4,0.7,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,3,Agree / Align,5,0.5583333333333333,,,True,4,0.55,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,3,Agree / Align,5,0.7166666666666666,,,True,4,0.7,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,3,Agree / Align,5,0.7,,,True,4,0.75,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,3,Agree / Align,5,0.4916666666666667,,,True,4,0.5666666666666667,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,3,Agree / Align,5,0.6166666666666666,,,True,4,0.6166666666666668,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,3,Agree / Align,5,0.6874999999999999,,,True,4,0.6583333333333333,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,3,Agree / Align,5,0.6375,,,True,4,0.5583333333333333,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,3,Agree / Align,5,0.7,,,True,4,0.6666666666666667,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,3,Agree / Align,5,0.7250000000000001,,,True,4,0.6833333333333333,,,True
full,raw_history_b128,raw_history,128,5,Clarification Request (Specific),3,0.5208333333333334,,,True,3,0.6527777777777778,,,True
full,raw_history_b256,raw_history,256,5,Clarification Request (Specific),3,0.5208333333333334,,,True,3,0.8194444444444443,,,True
full,raw_history_b512,raw_history,512,5,Clarification Request (Specific),3,0.6458333333333334,,,True,3,0.6805555555555555,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,5,Clarification Request (Specific),3,0.625,,,True,3,0.75,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,5,Clarification Request (Specific),3,0.7291666666666666,,,True,3,0.8194444444444445,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,5,Clarification Request (Specific),3,0.7430555555555555,,,True,3,0.7361111111111112,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,5,Clarification Request (Specific),3,0.6388888888888888,,,True,3,0.5833333333333334,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,5,Clarification Request (Specific),3,0.6805555555555555,,,True,3,0.6666666666666666,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,5,Clarification Request (Specific),3,0.7291666666666666,,,True,3,0.7083333333333334,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,5,Clarification Request (Specific),3,0.6111111111111112,,,True,3,0.611111111111111,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,5,Clarification Request (Specific),3,0.6875,,,True,3,0.7638888888888888,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,5,Clarification Request (Specific),3,0.701388888888889,,,True,3,0.6805555555555555,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,5,Clarification Request (Specific),3,0.7708333333333334,,,True,3,0.6805555555555555,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,5,Clarification Request (Specific),3,0.7777777777777778,,,True,3,0.8333333333333334,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,5,Clarification Request (Specific),3,0.7430555555555557,,,True,3,0.736111111111111,,,True
full,raw_history_b128,raw_history,128,3,Clarification Request (Specific),4,0.6510416666666667,,,True,3,0.4895833333333333,,,True
full,raw_history_b256,raw_history,256,3,Clarification Request (Specific),4,0.65625,,,True,3,0.75,,,True
full,raw_history_b512,raw_history,512,3,Clarification Request (Specific),4,0.6770833333333334,,,True,3,0.7916666666666666,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,3,Clarification Request (Specific),4,0.59375,,,True,3,0.7708333333333334,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,3,Clarification Request (Specific),4,0.6197916666666666,,,True,3,0.7604166666666667,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,3,Clarification Request (Specific),4,0.7083333333333333,,,True,3,0.75,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,3,Clarification Request (Specific),4,0.6302083333333333,,,True,3,0.7812500000000001,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,3,Clarification Request (Specific),4,0.609375,,,True,3,0.8020833333333334,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,3,Clarification Request (Specific),4,0.7760416666666667,,,True,3,0.7395833333333333,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,3,Clarification Request (Specific),4,0.546875,,,True,3,0.6145833333333334,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,3,Clarification Request (Specific),4,0.5677083333333333,,,True,3,0.7395833333333334,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,3,Clarification Request (Specific),4,0.6979166666666666,,,True,3,0.6875,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,3,Clarification Request (Specific),4,0.7708333333333334,,,True,3,0.7083333333333334,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,3,Clarification Request (Specific),4,0.7239583333333333,,,True,3,0.71875,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,3,Clarification Request (Specific),4,0.7604166666666667,,,True,3,0.7291666666666667,,,True
full,raw_history_b128,raw_history,128,3,Correction / Challenge,1,0.6875,,,True,1,0.5416666666666666,,,True
full,raw_history_b256,raw_history,256,3,Correction / Challenge,1,0.6875,,,True,1,0.875,,,True
full,raw_history_b512,raw_history,512,3,Correction / Challenge,1,0.8333333333333334,,,True,1,0.8333333333333334,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,3,Correction / Challenge,1,0.7291666666666666,,,True,1,0.875,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,3,Correction / Challenge,1,0.7083333333333334,,,True,1,0.8333333333333334,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,3,Correction / Challenge,1,0.6875,,,True,1,0.875,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,3,Correction / Challenge,1,0.6875,,,True,1,0.7916666666666666,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,3,Correction / Challenge,1,0.7708333333333334,,,True,1,0.7916666666666666,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,3,Correction / Challenge,1,0.7708333333333334,,,True,1,0.9583333333333334,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,3,Correction / Challenge,1,0.5833333333333334,,,True,1,0.5,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,3,Correction / Challenge,1,0.6458333333333334,,,True,1,0.7916666666666666,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,3,Correction / Challenge,1,0.625,,,True,1,0.6666666666666666,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,3,Correction / Challenge,1,0.6875,,,True,1,0.625,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,3,Correction / Challenge,1,0.7291666666666666,,,True,1,0.875,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,3,Correction / Challenge,1,0.8125,,,True,1,0.875,,,True
full,raw_history_b128,raw_history,128,1,Correction / Challenge,4,0.8333333333333334,,,True,2,0.6874999999999999,,,True
full,raw_history_b256,raw_history,256,1,Correction / Challenge,4,0.8906249999999999,,,True,2,0.8020833333333334,,,True
full,raw_history_b512,raw_history,512,1,Correction / Challenge,4,0.8854166666666666,,,True,2,0.7916666666666666,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,1,Correction / Challenge,4,0.8177083333333333,,,True,2,0.6770833333333334,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,1,Correction / Challenge,4,0.8072916666666666,,,True,2,0.6979166666666666,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,1,Correction / Challenge,4,0.8020833333333334,,,True,2,0.75,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,1,Correction / Challenge,4,0.7447916666666667,,,True,2,0.59375,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,1,Correction / Challenge,4,0.8229166666666667,,,True,2,0.75,,,True
full,structured_explicit_assumption_history_b512,structured_explicit_assumption_history,512,1,Correction / Challenge,4,0.8020833333333334,,,True,2,0.7083333333333333,,,True
full,structured_explicit_shuffled_assumption_history_b128,structured_explicit_shuffled_assumption_history,128,1,Correction / Challenge,4,0.7604166666666666,,,True,2,0.6458333333333334,,,True
full,structured_explicit_shuffled_assumption_history_b256,structured_explicit_shuffled_assumption_history,256,1,Correction / Challenge,4,0.796875,,,True,2,0.6770833333333334,,,True
full,structured_explicit_shuffled_assumption_history_b512,structured_explicit_shuffled_assumption_history,512,1,Correction / Challenge,4,0.796875,,,True,2,0.6979166666666666,,,True
full,structured_explicit_wrong_episode_assumption_history_b128,structured_explicit_wrong_episode_assumption_history,128,1,Correction / Challenge,2,0.78125,,,True,1,0.7291666666666666,,,True
full,structured_explicit_wrong_episode_assumption_history_b256,structured_explicit_wrong_episode_assumption_history,256,1,Correction / Challenge,2,0.7916666666666666,,,True,1,0.875,,,True
full,structured_explicit_wrong_episode_assumption_history_b512,structured_explicit_wrong_episode_assumption_history,512,1,Correction / Challenge,2,0.7708333333333333,,,True,1,0.8333333333333334,,,True
full,raw_history_b128,raw_history,128,3,Topic Shift,1,0.75,,,True,1,0.5833333333333334,,,True
full,raw_history_b256,raw_history,256,3,Topic Shift,1,0.7708333333333334,,,True,1,0.625,,,True
full,raw_history_b512,raw_history,512,3,Topic Shift,1,0.8333333333333334,,,True,1,0.6666666666666666,,,True
full,structured_explicit_history_b128,structured_explicit_history,128,3,Topic Shift,1,0.7708333333333334,,,True,1,0.5416666666666666,,,True
full,structured_explicit_history_b256,structured_explicit_history,256,3,Topic Shift,1,0.6666666666666666,,,True,1,0.8333333333333334,,,True
full,structured_explicit_history_b512,structured_explicit_history,512,3,Topic Shift,1,0.6875,,,True,1,0.625,,,True
full,structured_explicit_assumption_history_b128,structured_explicit_assumption_history,128,3,Topic Shift,1,0.7291666666666666,,,True,1,0.5416666666666666,,,True
full,structured_explicit_assumption_history_b256,structured_explicit_assumption_history,256,3,Topic Shift,1,0.75,,,True,1,0.5833333333333334,,,True
